176.661		8.21321	
181.979		16.1021	
190.511		23.4132	
201.845		30	
181.979		43.8979	
176.661		51.7868	
174.852		60	
176.661		68.2132	
181.979		76.1021	
190.511		83.4132	
201.845		90	
190.511		96.5868	
181.979		103.898	
176.661		111.787	
174.852		120	
176.661		128.213	
181.979		136.102	
190.51		143.413	
201.845		150	
190.511		156.587	
181.979		163.898	
176.661		171.787	
174.852		180	
176.661		188.213	
181.979		196.102	
190.511		203.413	
201.845		210	
190.51		216.587	
181.979		223.898	
176.661		231.787	
174.853		240	
176.662		248.213	
181.979		256.102	
190.511		263.413	
190.511		276.587	
181.979		283.898	
176.662		291.787	
174.853		300	
176.661		308.213	
181.979		316.102	
190.511		323.413	
201.845		330	
215.536		335.818	
206.511		342.216	
200.265		349.107	
197.068		356.329	
197.068		3.6705	
200.265		10.8934	
206.511		17.7836	
215.536		24.1825	
227.007		30	
215.536		35.8175	
206.511		42.2164	
200.265		49.1066	
197.068		56.3295	
197.068		63.6705	
200.265		70.8934	
206.511		77.7836	
215.536		84.1825	
227.007		90	
215.536		95.8175	
206.511		102.216	
200.265		109.107	
197.068		116.33	
197.068		123.671	
200.265		130.893	
206.51		137.784	
215.536		144.182	
227.007		150	
215.536		155.818	
206.511		162.216	
200.266		169.107	
197.068		176.33	
197.068		183.671	
200.266		190.893	
206.511		197.784	
215.536		204.182	
227.007		210	
215.536		215.818	
206.51		222.216	
200.265		229.107	
197.068		236.329	
197.068		243.671	
200.265		250.893	
206.51		257.784	
215.536		264.182	
227.007		270	
215.536		275.818	
206.51		282.216	
200.265		289.107	
197.068		296.329	
197.068		303.67	
200.265		310.893	
206.511		317.784	
227.008		330	
240.57		335.209	
231.161		340.893	
224.195		346.996	
219.909		353.413	
218.461		0	
219.909		6.58678	
224.195		13.0039	
231.161		19.1066	
240.57		24.7913	
252.146		30	
240.57		35.2087	
231.161		40.8934	
224.195		46.9961	
219.909		53.4132	
218.461		60	
219.909		66.5868	
224.195		73.0039	
231.161		79.1066	
240.57		84.7913	
240.57		95.2087	
231.161		100.893	
224.195		106.996	
219.909		113.413	
218.461		120	
219.909		126.587	
224.195		133.004	
231.161		139.107	
252.146		150	
240.57		155.209	
231.16		160.893	
224.196		166.996	
219.909		173.413	
218.461		180	
219.909		186.587	
224.196		193.004	
231.16		199.107	
240.57		204.791	
252.146		210	
240.57		215.209	
231.161		220.893	
224.196		226.996	
219.909		233.413	
218.461		240	
219.909		246.587	
224.195		253.004	
231.16		259.107	
240.57		264.791	
252.146		270	
240.57		275.209	
231.16		280.893	
224.195		286.996	
219.909		293.413	
218.461		300	
219.909		306.587	
224.196		313.004	
231.161		319.107	
240.57		324.791	
252.146		330	
265.601		334.715	
255.886		339.826	
248.348		345.295	
243.191		351.052	
240.57		356.996	
240.57		3.00449	
243.191		8.94827	
248.348		14.7047	
255.886		20.1736	
265.601		25.285	
277.258		30	
265.601		34.715	
255.887		39.8264	
248.348		45.2953	
243.191		51.0517	
240.57		56.9955	
240.57		63.0045	
243.191		68.9483	
248.348		74.7047	
255.887		80.1736	
265.601		85.285	
277.257		90	
265.601		94.715	
255.887		99.8264	
248.348		105.295	
243.191		111.052	
240.57		116.996	
240.57		123.005	
243.191		128.948	
248.348		134.705	
255.887		140.174	
265.6		145.285	
277.257		150	
265.601		154.715	
255.886		159.826	
248.348		165.295	
243.191		171.052	
240.57		176.996	
240.57		183.005	
243.191		188.948	
248.348		194.705	
255.886		200.174	
265.601		205.285	
277.258		210	
265.6		214.715	
255.887		219.826	
248.348		225.295	
243.191		231.052	
240.57		236.995	
240.57		243.004	
243.19		248.948	
248.348		254.705	
255.886		260.174	
265.601		265.285	
277.258		270	
265.601		274.715	
255.886		279.826	
248.348		285.295	
243.19		291.052	
240.57		296.996	
240.57		303.004	
243.191		308.948	
248.348		314.705	
255.886		320.174	
265.6		325.285	
277.258		330	
290.619		334.307	
280.659		338.948	
272.656		343.898	
266.79		349.107	
263.206		354.504	
262.001		0	
263.206		5.49637	
266.79		10.8934	
272.656		16.1021	
280.659		21.0517	
290.619		25.6934	
302.34		30	
290.619		34.3066	
280.659		38.9483	
272.656		43.8979	
266.789		49.1066	
263.206		54.5036	
262.001		60	
263.206		65.4964	
266.79		70.8934	
272.656		76.1021	
280.659		81.0517	
290.619		85.6934	
302.34		90	
290.619		94.3066	
280.659		98.9483	
272.655		103.898	
266.79		109.107	
263.206		114.504	
262		120	
263.206		125.496	
266.79		130.893	
272.655		136.102	
280.659		141.052	
290.619		145.693	
302.34		150	
290.619		154.307	
280.659		158.948	
272.656		163.898	
266.789		169.107	
263.206		174.504	
262.001		180	
263.206		185.496	
266.789		190.893	
272.656		196.102	
280.659		201.052	
290.619		205.693	
302.34		210	
290.619		214.307	
280.658		218.948	
272.656		223.898	
266.79		229.107	
263.206		234.504	
262		240	
263.206		245.496	
266.789		250.893	
272.656		256.102	
280.659		261.052	
290.62		265.693	
302.34		270	
290.62		274.307	
280.659		278.948	
272.656		283.898	
266.789		289.107	
263.206		294.504	
262		300	
263.206		305.496	
266.79		310.893	
272.656		316.102	
280.659		321.052	
290.619		325.693	
302.34		330	
315.62		333.963	
305.457		338.213	
297.071		342.731	
290.619		347.48	
286.236		352.411	
284.018		357.457	
284.018		2.54292	
286.236		7.58909	
290.619		12.5198	
297.071		17.2695	
305.457		21.7868	
315.62		26.0368	
327.39		30	
305.457		38.2132	
297.071		42.7305	
290.619		47.4802	
286.236		52.4109	
284.018		57.4571	
284.018		62.5429	
286.236		67.5891	
290.619		72.5198	
297.071		77.2695	
305.457		81.7868	
315.62		86.0368	
327.39		90	
315.62		93.9632	
305.457		98.2132	
297.071		102.731	
290.619		107.48	
286.236		112.411	
284.018		117.457	
284.018		122.543	
286.236		127.589	
290.62		132.52	
297.071		137.269	
305.457		141.787	
315.62		146.037	
327.39		150	
315.619		153.963	
305.457		158.213	
297.071		162.731	
290.62		167.48	
286.236		172.411	
284.019		177.457	
284.019		182.543	
286.236		187.589	
290.62		192.52	
297.071		197.269	
305.457		201.787	
315.62		206.037	
327.39		210	
315.62		213.963	
305.457		218.213	
297.071		222.731	
290.619		227.48	
286.236		232.411	
284.018		237.457	
284.019		242.543	
286.236		247.589	
290.62		252.52	
297.071		257.269	
305.457		261.787	
315.62		266.037	
327.39		270	
315.62		273.963	
305.457		278.213	
297.071		282.731	
290.62		287.48	
286.236		292.411	
284.019		297.457	
284.018		302.543	
286.236		307.589	
290.619		312.52	
297.071		317.269	
305.457		321.787	
327.39		330	
340.597		333.67	
330.266		337.589	
321.56		341.742	
314.619		346.102	
309.563		350.633	
306.489		355.285	
305.457		0	
306.489		4.715	
309.563		9.367	
314.619		13.8979	
321.56		18.2585	
330.266		22.4109	
340.597		26.3295	
352.406		30	
340.597		33.6705	
330.266		37.5891	
321.56		41.7415	
314.619		46.1021	
309.563		50.633	
306.489		55.285	
305.457		60	
306.489		64.715	
309.563		69.367	
314.619		73.8979	
321.56		78.2585	
330.266		82.4109	
340.597		86.3295	
352.406		90	
340.597		93.6705	
330.266		97.5891	
321.56		101.742	
314.619		106.102	
309.563		110.633	
306.489		115.285	
305.457		120	
306.489		124.715	
309.563		129.367	
314.619		133.898	
321.56		138.258	
330.266		142.411	
340.597		146.329	
352.406		150	
340.597		153.671	
330.266		157.589	
321.561		161.742	
314.618		166.102	
309.563		170.633	
306.488		175.285	
305.457		180	
306.488		184.715	
309.563		189.367	
314.618		193.898	
321.561		198.258	
330.266		202.411	
340.597		206.329	
352.406		210	
330.266		217.589	
321.56		221.742	
314.619		226.102	
309.563		230.633	
306.489		235.285	
305.456		240	
306.488		244.715	
309.563		249.367	
314.619		253.898	
321.56		258.258	
330.266		262.411	
340.597		266.33	
340.597		273.671	
330.266		277.589	
321.56		281.742	
314.619		286.102	
309.563		290.633	
306.488		295.285	
305.457		300	
306.489		304.715	
309.563		309.367	
314.619		313.898	
321.56		318.258	
330.266		322.411	
340.597		326.33	
352.406		330	
365.546		333.418	
355.074		337.053	
346.099		340.893	
338.742		344.921	
333.116		349.107	
329.31		353.413	
327.39		357.796	
327.39		2.20423	
329.31		6.58678	
333.116		10.8934	
338.742		15.0791	
346.099		19.1066	
355.074		22.9473	
365.546		26.582	
377.385		30	
365.546		33.418	
355.074		37.0527	
346.099		40.8934	
338.743		44.9209	
333.116		49.1066	
329.31		53.4132	
327.39		57.7958	
327.39		62.2042	
329.31		66.5868	
333.116		70.8934	
338.742		75.0791	
346.099		79.1066	
355.074		82.9473	
